,user_id,product_id,avg_score,user_rating,user_skintype,user_eyecolor,user_haircolor,user_skintone,user_age,demo
13247,rabsters,P414175,4.1901,4,,brown,,medium,35to44,333
13248,KatieKz,P414175,4.1901,3,,,,,,439
13249,watford,P414175,4.1901,5,,brown,,fair,25to34,330
13250,NugePham,P414175,4.1901,5,,,,,,439
13251,Firecracker1979,P414175,4.1901,5,,,,,,439
13252,calilv,P414175,4.1901,5,,,,,,439
13253,ReeyanaS,P414175,4.1901,2,normal,brown,black,ebony,,348
13254,makeupbycupcake,P414175,4.1901,5,,,,,,439
13255,allisooooon,P414175,4.1901,5,,brown,,medium,,333
13256,mbelle85,P414175,4.1901,3,,hazel,,light,25to34,231
13257,meg66,P414175,4.1901,4,normal,brown,black,medium,,343
13258,Sidranoaman,P414175,4.1901,4,,,,,,439
13259,automaton,P414175,4.1901,5,,,,,,439
13260,Kaly1,P414175,4.1901,1,dry,brown,brunette,light,,311
13261,LovetoLoveLife,P414175,4.1901,5,,brown,,medium,25to34,333
13262,Alya182,P414175,4.1901,5,combination,blue,blonde,fair,,120
13263,skaakati,P414175,4.1901,5,,,,,,439
13264,EmmBee92,P414175,4.1901,2,,,,,,439
13265,BethBlevins,P414175,4.1901,5,,green,,medium,45to54,033
13266,whitecoat2dress,P414175,4.1901,5,,green,,medium,25to34,033
13267,joann1990,P414175,4.1901,3,,,,,,439
13268,ymjg091314,P414175,4.1901,1,,,,,,439
13269,TA92,P414175,4.1901,1,,,,,,439
13270,Nowakichan,P414175,4.1901,5,oily,brown,gray,deep,,366
13271,seemsss,P414175,4.1901,5,,,,,,439
13272,thatgirlJaz,P414175,4.1901,5,,,,,,439
13273,mariabella88,P414175,4.1901,3,,,,,,439
13274,mynameisnone,P414175,4.1901,3,,,,,,439
13275,liabeautyxo,P414175,4.1901,5,,,,,,439
13276,nbeauty13,P414175,4.1901,2,,,,,,439
13277,jazzyphizz,P414175,4.1901,4,,brown,,medium,25to34,333
13278,glamourlegacy,P414175,4.1901,4,,,,,,439
13279,lilyarere,P414175,4.1901,5,,hazel,,medium,18to24,233
13280,Haley788,P414175,4.1901,5,combination,hazel,black,deep,,246
13281,spicegirl143,P414175,4.1901,5,,,,,,439
13282,Makkay,P414175,4.1901,5,oily,brown,black,deep,,346
13283,rainazee1,P414175,4.1901,4,,,,,,439
13284,Jessie9482,P414175,4.1901,5,,brown,,medium,25to34,333
13285,MistBerry,P414175,4.1901,5,combination,blue,black,light,,141
13286,Theshopaholic,P414175,4.1901,5,,,,,,439
13287,galleryhappy,P414175,4.1901,1,,,,,,439
13288,Rebecca03,P414175,4.1901,5,combination,brown,auburn,fair,,350
13289,preet16,P414175,4.1901,5,,,,,,439
13290,aliwilson,P414175,4.1901,2,,,,,,439
13291,Moonlight693,P414175,4.1901,5,,,,,,439
13292,123vogue,P441877,4.5714,4,normal,brown,black,tan,,344
13293,loniW,P441877,4.5714,5,combination,blue,red,fair,,100
13294,lizwcu,P441877,4.5714,3,combination,brown,brunette,light,,311
13295,Justjamey,P441877,4.5714,5,combination,hazel,black,medium,35to44,243
13296,Krosales,P441877,4.5714,5,combination,brown,brunette,tan,,314
13297,CatladyK,P441877,4.5714,5,oily,hazel,auburn,light,,251
13298,ChiTownGinger,P441877,4.5714,5,oily,blue,red,fair,,100
13299,Meganation,P10246544,3.9323,5,normal,brown,brunette,tan,,314
13300,Sharishuri,P10246544,3.9323,4,combination,hazel,black,medium,,243
13301,Medea333,P10246544,3.9323,5,normal,brown,black,medium,25to34,343
13302,Honeyandtea2012,P10246544,3.9323,5,oily,brown,auburn,dark,,357
13303,sharyl11,P10246544,3.9323,1,combination,blue,blonde,medium,,123
13304,jonieku,P10246544,3.9323,1,oily,brown,black,fair,,340
13305,thward,P10246544,3.9323,3,combination,blue,blonde,light,35to44,121
13306,Jeckas,P10246544,3.9323,4,oily,brown,brunette,medium,25to34,313
13307,blatina,P10246544,3.9323,5,oily,brown,brunette,dark,,317
13308,nymakeupnovice,P10246544,3.9323,4,combination,brown,brunette,deep,25to34,316
13309,Medea333,P10246544,3.9323,5,normal,brown,black,medium,25to34,343
13310,carrie77,P10246544,3.9323,5,combination,brown,blonde,medium,,323
13311,darlyndar,P10246544,3.9323,5,oily,brown,brunette,olive,,312
13312,hgalasso,P10246544,3.9323,2,combination,brown,blonde,medium,,323
13313,Bita2003,P10246544,3.9323,5,combination,brown,brunette,dark,35to44,317
13314,Anna345,P10246544,3.9323,5,combination,blue,brunette,porcelain,,115
13315,itsmetiff,P10246544,3.9323,5,combination,brown,brunette,medium,,313
13316,aj2008,P10246544,3.9323,2,dry,hazel,blonde,light,35to44,221
13317,BooBooButterfly,P10246544,3.9323,5,dry,green,brunette,medium,,013
13318,Maaliinaa,P10246544,3.9323,5,combination,blue,blonde,fair,,120
13319,mitzyinrepose,P10246544,3.9323,3,normal,brown,brunette,dark,25to34,317
13320,laurie1982,P10246544,3.9323,3,combination,brown,blonde,porcelain,,325
13322,Petunia13,P10246544,3.9323,5,normal,brown,blonde,tan,,324
13323,ChrisPop,P10246544,3.9323,5,dry,brown,brunette,tan,,314
13324,DCColorado,P10246544,3.9323,3,combination,brown,brunette,light,,311
13325,beechy,P10246544,3.9323,2,normal,green,blonde,light,45to54,021
13326,jesstb,P10246544,3.9323,3,combination,brown,blonde,light,,321
13327,classicbeauty2,P10246544,3.9323,1,oily,hazel,gray,medium,,263
13328,Nicole331,P10246544,3.9323,2,combination,hazel,brunette,medium,,213
13329,dossie,P10246544,3.9323,5,dry,brown,blonde,light,,321
13330,nerdymcpurdy,P10246544,3.9323,1,combination,blue,blonde,medium,25to34,123
13331,julliette88,P10246544,3.9323,5,dry,brown,brunette,olive,,312
13332,benedictgal,P10246544,3.9323,5,combination,brown,brunette,light,,311
13333,julliette88,P10246544,3.9323,5,dry,brown,brunette,olive,,312
13334,Mittsy66,P10246544,3.9323,1,combination,green,auburn,fair,,050
13335,MrsCarnell,P10246544,3.9323,5,dry,green,blonde,light,,021
13336,Jackieeeeeeeee,P10246544,3.9323,2,normal,,black,tan,,444
13337,ceci329,P10246544,3.9323,4,oily,brown,black,dark,25to34,347
13338,coquilter,P10246544,3.9323,2,normal,blue,gray,medium,,163
13339,BeautybyKate,P10246544,3.9323,5,combination,hazel,blonde,light,,221
13340,flamingosabbs,P10246544,3.9323,5,combination,green,blonde,fair,,020
13341,lexy268,P10246544,3.9323,5,oily,brown,blonde,deep,,326
13342,janwa,P10246544,3.9323,2,combination,hazel,blonde,medium,over54,223
13343,LivSexyNJ,P10246544,3.9323,3,normal,brown,black,dark,,347
13344,jkrouge,P10246544,3.9323,5,combination,gray,blonde,light,,521
13345,newride,P10246544,3.9323,5,combination,green,blonde,medium,over54,023
13346,TaraBernal,P10246544,3.9323,4,normal,green,red,light,,001
13347,ledalicious,P10246544,3.9323,5,dry,blue,blonde,fair,,120
13348,alldavis11,P10246544,3.9323,2,combination,blue,blonde,fair,,120
13349,NicoleVIB,P10246544,3.9323,1,combination,blue,blonde,fair,,120
13350,Kateroma,P10246544,3.9323,3,dry,blue,brunette,light,over54,111
13351,CC84,P10246544,3.9323,5,combination,hazel,blonde,light,,221
13352,Kasia1234,P10246544,3.9323,5,oily,blue,blonde,olive,,122
13353,Christine426,P10246544,3.9323,5,normal,brown,black,olive,35to44,342
13354,14Sephora,P10246544,3.9323,5,oily,brown,brunette,light,,311
13355,citygirlx22,P10246544,3.9323,4,combination,brown,brunette,light,,311
13356,brendah,P10246544,3.9323,5,combination,brown,brunette,medium,,313
13357,jenniferstmary,P10246544,3.9323,5,dry,hazel,brunette,fair,,210
13358,nicole020500,P10246544,3.9323,5,combination,brown,black,olive,,342
13359,cstar2,P10246544,3.9323,5,combination,brown,black,fair,,340
13360,Lillrosebud,P10246544,3.9323,4,oily,brown,brunette,fair,,310
13361,Jmickley,P10246544,3.9323,5,combination,hazel,brunette,light,,211
13362,tealady1,P10246544,3.9323,5,dry,green,blonde,light,,021
13363,monicza,P10246544,3.9323,5,combination,green,blonde,light,,021
13364,Fancy001,P10246544,3.9323,1,,blue,black,olive,,142
13365,Paulita2015,P10246544,3.9323,4,combination,hazel,blonde,light,,221
13366,Lala61,P10246544,3.9323,5,combination,brown,red,medium,,303
13367,AraJimenez,P10246544,3.9323,3,combination,brown,brunette,light,,311
13368,Alice477,P10246544,3.9323,5,combination,green,red,fair,,000
13369,amelianaomi,P10246544,3.9323,4,dry,blue,blonde,light,,121
13370,JennieJen5,P10246544,3.9323,1,oily,brown,black,deep,,346
13371,calgrad,P10246544,3.9323,5,dry,hazel,brunette,medium,,213
13372,para25,P10246544,3.9323,5,dry,brown,brunette,medium,25to34,313
13373,Djamina,P10246544,3.9323,5,normal,brown,black,deep,,346
13374,FosterMama,P10246544,3.9323,4,normal,green,brunette,light,,011
13375,jnnmllr,P10246544,3.9323,5,combination,brown,brunette,light,,311
13376,sarahxannette,P10246544,3.9323,5,oily,brown,black,tan,,344
13377,Mordea,P10246544,3.9323,5,combination,hazel,brunette,fair,25to34,210
13378,deelynn,P10246544,3.9323,4,combination,hazel,auburn,tan,,254
13379,pattyrambles,P10246544,3.9323,3,combination,brown,black,light,25to34,341
13380,sesela,P10246544,3.9323,1,normal,brown,black,medium,,343
13381,mizeet,P10246544,3.9323,5,oily,green,blonde,medium,,023
13382,artemesia123,P10246544,3.9323,2,oily,hazel,blonde,fair,,220
13383,flamingosabbs,P10246544,3.9323,2,combination,green,blonde,fair,,020
13384,MrsCarnell,P10246544,3.9323,5,dry,green,blonde,light,,021
13385,Snoglo,P10246544,3.9323,5,dry,brown,brunette,fair,45to54,310
13386,maaanjj,P10246544,3.9323,4,dry,blue,blonde,fair,,120
13387,queenmajestu,P10246544,3.9323,3,normal,brown,brunette,light,,311
13388,BreeAzai,P10246544,3.9323,5,combination,,brunette,tan,,414
13389,solizzle,P10246544,3.9323,4,combination,brown,brunette,dark,,317
13390,JedsGirl,P10246544,3.9323,5,combination,green,blonde,light,,021
13391,deelight4,P10246544,3.9323,5,combination,hazel,brunette,olive,,212
13392,applegah,P10246544,3.9323,4,combination,blue,auburn,porcelain,,155
13393,marie1729,P10246544,3.9323,4,normal,hazel,brunette,olive,35to44,212
13394,MissKnatt,P10246544,3.9323,5,normal,green,blonde,deep,,026
13395,drea888,P10246544,3.9323,1,normal,brown,black,light,,341
13396,Rosegoldmulatto,P10246544,3.9323,5,normal,brown,brunette,deep,18to24,316
13397,CJ2415,P10246544,3.9323,5,combination,hazel,red,light,,201
13398,ClaudiaD13,P10246544,3.9323,5,oily,brown,brunette,medium,,313
13399,meganlisa,P384868,4.1098,5,dry,blue,,light,45to54,131
13400,acannella7,P384868,4.1098,3,combination,hazel,,olive,25to34,232
13401,daggerpaws,P384868,4.1098,5,combination,hazel,,light,25to34,231
13402,RSAustin,P384868,4.1098,4,combination,brown,,olive,25to34,332
13403,eyeofthebehold,P384868,4.1098,5,combination,brown,,olive,25to34,332
13404,coutureme,P384868,4.1098,5,combination,brown,,fair,25to34,330
13405,gabilovesbeauty,P384868,4.1098,4,dry,brown,,olive,18to24,332
13406,itgirl,P384868,4.1098,4,normal,brown,,medium,35to44,333
13407,CeliaV,P384868,4.1098,5,combination,blue,,fair,18to24,130
13408,KPsBeautyBuzz,P384868,4.1098,4,dry,blue,,light,25to34,131
13409,bellamamma,P384868,4.1098,5,combination,brown,,medium,35to44,333
13410,jess1cagraham,P384868,4.1098,5,oily,blue,,fair,18to24,130
13411,CupcakeKitty,P384868,4.1098,5,normal,brown,,light,18to24,331
13412,relson,P384868,4.1098,4,dry,hazel,gray,medium,over54,263
13413,oatmealrznazn,P384868,4.1098,5,dry,brown,black,medium,,343
13414,Mlh54,P384868,4.1098,5,dry,blue,,fair,18to24,130
13415,Simmi333,P384868,4.1098,5,normal,brown,,deep,,336
13416,Vikoul,P384868,4.1098,5,normal,hazel,,fair,over54,230
13417,ElsiP,P384868,4.1098,5,dry,brown,,fair,25to34,330
13418,BlendItOut,P384868,4.1098,5,,brown,,medium,25to34,333
13419,paintedwings,P384868,4.1098,3,normal,,,fair,18to24,430
13420,Yasmin2121,P384868,4.1098,3,dry,brown,,medium,25to34,333
13421,halley27,P384868,4.1098,5,combination,hazel,,light,25to34,231
13422,Vineetha,P384868,4.1098,3,normal,brown,,,25to34,339
13423,taylorcurd,P384868,4.1098,5,oily,blue,,light,25to34,131
13424,antifrizz,P384868,4.1098,5,,brown,,medium,35to44,333
13425,JJ245,P384868,4.1098,4,combination,brown,,light,18to24,331
13426,shopperl,P384868,4.1098,5,normal,green,,light,45to54,031
13427,lauren4567,P384868,4.1098,5,dry,hazel,,light,25to34,231
13428,maymea,P384868,4.1098,5,dry,hazel,,light,18to24,231
13429,Alexis1985,P384868,4.1098,4,,,,,,439
13430,soleita,P384868,4.1098,4,combination,,,light,25to34,431
13431,pwerdbisoy,P384868,4.1098,4,dry,brown,,medium,18to24,333
13432,MsMat,P384868,4.1098,5,,,,,,439
13433,njcathi,P384868,4.1098,4,dry,hazel,,medium,over54,233
13434,claireol,P384868,4.1098,5,combination,hazel,,medium,18to24,233
13435,imanio,P384868,4.1098,5,combination,brown,,deep,25to34,336
13436,lisaatthebeach,P384868,4.1098,5,normal,green,,light,35to44,031
13437,OmBaby871342,P384868,4.1098,2,dry,brown,,light,35to44,331
13438,ggal,P384868,4.1098,5,combination,green,,light,45to54,031
13439,aet8,P384868,4.1098,4,combination,brown,,light,25to34,331
13440,kathy1988,P384868,4.1098,4,combination,brown,,light,25to34,331
13441,LovenLipstick,P384868,4.1098,5,combination,brown,,dark,18to24,337
13442,CathyCosmetics,P384868,4.1098,3,combination,green,,fair,over54,030
13443,wittgirl,P384868,4.1098,3,combination,blue,,medium,45to54,133
13444,prettykatie,P384868,4.1098,4,dry,blue,,fair,25to34,130
13445,Subechhya,P384868,4.1098,5,oily,brown,,medium,18to24,333
13446,kassedi,P384868,4.1098,4,oily,brown,,medium,25to34,333
13447,bluebichonfrise,P384868,4.1098,5,normal,brown,,light,25to34,331
13448,Moon9,P384868,4.1098,3,,,,,,439
13449,hj0517,P384868,4.1098,1,,,,,,439
13450,oscarblandistuff,P384868,4.1098,5,normal,,,olive,35to44,432
13451,DMKH,P384868,4.1098,5,dry,blue,,medium,45to54,133
13452,stasee,P384868,4.1098,5,combination,brown,,dark,35to44,337
13453,prussia,P384868,4.1098,4,normal,blue,,fair,18to24,130
13454,kclementine,P384868,4.1098,5,combination,blue,,fair,25to34,130
13455,madeupbydoug,P384868,4.1098,5,combination,brown,,light,25to34,331
13456,SantaBarbara,P384868,4.1098,5,normal,hazel,,light,over54,231
13457,Anna564,P384868,4.1098,4,,,,,,439
13458,namenottaken,P384868,4.1098,4,combination,brown,,olive,25to34,332
13459,macaholic,P384868,4.1098,3,normal,brown,,medium,25to34,333
13460,pickymcsnickety,P384868,4.1098,1,combination,,,medium,18to24,433
13461,fab81,P384868,4.1098,2,normal,brown,,olive,25to34,332
13462,swr0000,P384868,4.1098,5,dry,brown,,light,25to34,331
13463,missjanetc,P384868,4.1098,4,normal,brown,,medium,25to34,333
13464,MakeupByRehnuma,P384868,4.1098,1,combination,brown,,deep,25to34,336
13465,quotidianus,P384868,4.1098,5,normal,gray,,fair,35to44,530
13466,rhiannond,P384868,4.1098,5,dry,blue,,fair,18to24,130
13467,lkl30,P384868,4.1098,2,,brown,,light,25to34,331
13468,contreras237,P384868,4.1098,1,oily,brown,,medium,18to24,333
13469,cayleeee,P384868,4.1098,5,oily,,,fair,25to34,430
13470,csuong,P384868,4.1098,5,combination,brown,,deep,25to34,336
13471,Kcl0032,P384868,4.1098,5,,,,,,439
13472,roseeyang,P384868,4.1098,4,combination,brown,,medium,25to34,333
13473,rlynn0706,P384868,4.1098,2,,blue,,light,18to24,131
13474,kristallovesdogs,P384868,4.1098,3,combination,blue,,light,25to34,131
13475,ibabeita,P384868,4.1098,5,combination,brown,,light,18to24,331
13476,SusanSephora,P384868,4.1098,1,combination,brown,,light,18to24,331
13477,Roseserhal,P384868,4.1098,1,oily,hazel,,olive,18to24,232
13478,ziziisme,P384868,4.1098,5,normal,brown,,olive,45to54,332
13479,courtneyw23,P384868,4.1098,3,combination,,,,18to24,439
13480,AubreyLW,P384868,4.1098,4,combination,blue,,light,18to24,131
13481,Katiesaid,P384868,4.1098,5,combination,brown,,olive,25to34,332
13482,FawnS,P384868,4.1098,2,,,,,,439
13483,LiseBise,P384868,4.1098,5,dry,brown,,fair,over54,330
13484,cubawoman,P384868,4.1098,2,combination,brown,,light,25to34,331
13485,quotidianus,P384868,4.1098,5,normal,gray,,fair,35to44,530
13486,billyidol,P384868,4.1098,1,combination,blue,,fair,25to34,130
13487,meganlisa,P384868,4.1098,5,dry,blue,,light,45to54,131
13488,Beccawhiz,P384868,4.1098,5,dry,blue,,light,25to34,131
13489,Patchapicha,P384868,4.1098,4,combination,brown,,olive,25to34,332
13490,beauty4ashes,P384868,4.1098,5,combination,brown,,light,45to54,331
13491,SmallLady,P384868,4.1098,4,normal,blue,,fair,25to34,130
13492,akid0312,P384868,4.1098,5,,brown,,olive,25to34,332
13493,bossladyjai,P384868,4.1098,1,oily,brown,,olive,18to24,332
13494,nynna,P384868,4.1098,5,,,,,,439
13495,Julie629,P384868,4.1098,5,combination,,,,25to34,439
13496,inspireaspire,P384868,4.1098,4,combination,brown,,deep,18to24,336
13497,michi42,P384868,4.1098,5,oily,brown,,deep,25to34,336
13498,actressdancer,P384868,4.1098,1,,,,,,439
13499,jazz28,P415648,4.3871,5,,,,,,439
13500,gerrie,P415648,4.3871,2,dry,blue,brunette,light,35to44,111
13501,Mandy03,P415648,4.3871,5,,green,,light,25to34,031
13502,flocacy15,P415648,4.3871,3,combination,brown,brunette,porcelain,,315
13503,MammaJJ,P415648,4.3871,5,combination,brown,brunette,fair,,310
13504,NightmareRagDol,P415648,4.3871,5,normal,brown,black,fair,,340
13505,crumb1,P415648,4.3871,5,combination,hazel,brunette,light,,211
13506,smartkitty,P415648,4.3871,4,oily,hazel,brunette,light,,211
13507,lilywvd,P415648,4.3871,5,combination,brown,blonde,porcelain,,325
13508,jenluvmakeup,P415648,4.3871,5,,,,,,439
13509,Cookie77,P415648,4.3871,5,combination,brown,black,medium,,343
13510,jendeg,P415648,4.3871,5,,,,,,439
13511,beautymama21,P415648,4.3871,5,dry,brown,brunette,medium,,313
13512,raache,P415648,4.3871,5,dry,green,brunette,fair,,010
13513,JackieCay,P415648,4.3871,5,,hazel,brunette,medium,,213
13514,MammaJJ,P415648,4.3871,5,,,,,,439
13515,Timeless71,P415648,4.3871,5,combination,brown,blonde,tan,,324
13516,SINYGRL,P415648,4.3871,3,,,,,,439
13517,graciejean,P415648,4.3871,5,combination,hazel,brunette,light,,211
13518,BoShehata,P415648,4.3871,5,combination,brown,black,medium,,343
13519,isabelladance,P415648,4.3871,2,combination,hazel,brunette,medium,,213
13520,hj17,P415648,4.3871,4,combination,blue,brunette,fair,,110
13521,Sharijone,P415648,4.3871,5,normal,hazel,blonde,medium,,223
13522,Sheri52,P415648,4.3871,4,dry,blue,gray,fair,,160
13523,thatssofetch,P415648,4.3871,5,combination,brown,black,medium,,343
13524,Liz1312,P415648,4.3871,4,,,,,,439
13525,lauraann1,P415648,4.3871,5,normal,blue,blonde,light,35to44,121
13526,KNLL,P415648,4.3871,2,normal,brown,brunette,light,,311
13527,irngal,P415648,4.3871,3,combination,brown,auburn,olive,,352
13528,Zhenshina,P415648,4.3871,5,oily,brown,brunette,medium,,313
13529,irngal,P415648,4.3871,5,combination,brown,auburn,olive,,352
13530,cupcakesbrownie,P415405,4.3746,5,,brown,,medium,18to24,333
13531,casidy,P415405,4.3746,5,oily,green,red,fair,,000
13532,shine123,P415405,4.3746,5,normal,brown,black,deep,,346
13533,PlainBeauty,P415405,4.3746,5,,,,,,439
13534,bettyrubble7,P415405,4.3746,3,,blue,,light,45to54,131
13535,jbdiesel,P415405,4.3746,1,normal,blue,blonde,light,25to34,121
13536,BM19,P415405,4.3746,5,,hazel,,fair,18to24,230
13537,Tues123,P415405,4.3746,5,,brown,,light,25to34,331
13538,rickithegreat,P415405,4.3746,4,,,,,,439
13539,Mujee,P415405,4.3746,5,,,,,,439
13540,hermanne,P415405,4.3746,5,,hazel,,light,25to34,231
13541,alicia50,P415405,4.3746,5,,,,,45to54,439
13542,nataliebean,P415405,4.3746,5,,,,,,439
13543,benzozebra,P415405,4.3746,5,,,,,,439
13544,ohrllyurthere,P415405,4.3746,5,,blue,,fair,18to24,130
13545,ionapug,P415405,4.3746,5,,gray,,light,35to44,531
13546,bee1991,P415405,4.3746,5,,,,,,439
13547,hsc03,P415405,4.3746,5,,,,,,439
13548,Cheryl1130,P415405,4.3746,5,,,,,,439
13549,lemoineaupetit,P415405,4.3746,5,,,,,,439
13550,Hoya26,P415405,4.3746,5,,blue,,fair,25to34,130
13551,ceecee368,P415405,4.3746,5,combination,blue,brunette,fair,,110
13552,Sunnysmom,P415405,4.3746,5,,,,,,439
13553,pahlzd,P415405,4.3746,5,,green,,olive,25to34,032
13554,tabby2,P415405,4.3746,5,,,,,,439
13555,cinnamonnsugar,P415405,4.3746,4,,brown,,light,13to17,331
13556,pricelesslashes,P415405,4.3746,5,,,,,,439
13557,alikait,P415405,4.3746,5,,hazel,,fair,18to24,230
13558,911mama,P415405,4.3746,5,combination,green,blonde,fair,,020
13559,pattyle,P415405,4.3746,4,,hazel,,light,25to34,231
13560,kepasaurous,P415405,4.3746,5,,,,,,439
13561,MoMerrell,P415405,4.3746,4,,brown,,deep,25to34,336
13562,merrylinkle,P415405,4.3746,5,,,,,,439
13563,pinkhair,P415405,4.3746,4,,brown,,fair,25to34,330
13564,adelaidepisces,P415405,4.3746,4,,,,,,439
13565,MissShadowplay,P415405,4.3746,5,,,,,,439
13566,LizScott,P415405,4.3746,3,,blue,,light,25to34,131
13567,Mochied,P415405,4.3746,5,normal,brown,brunette,tan,25to34,314
13568,jackiejokester,P415405,4.3746,5,,,,,,439
13569,mirkattt,P415405,4.3746,5,,brown,,dark,18to24,337
13570,MacJizzle,P415405,4.3746,5,,,,,,439
13571,6383,P415405,4.3746,4,,,,,,439
13572,MousseCake,P415405,4.3746,3,,brown,,deep,25to34,336
13573,chiuv,P415405,4.3746,5,oily,brown,black,light,,341
13574,KMMos,P415405,4.3746,5,combination,hazel,brunette,fair,,210
13575,cla517,P415405,4.3746,4,,blue,,light,45to54,131
13576,geodog,P415405,4.3746,5,,,,,,439
13577,Jeeesssss,P415405,4.3746,5,,blue,,fair,,130
13578,HarleyQuinn7,P415405,4.3746,3,,,,,,439
13579,doombox,P415405,4.3746,4,combination,hazel,brunette,fair,,210
13580,bosslady0520,P415405,4.3746,5,,,,,,439
13581,monstergoosey,P415405,4.3746,4,,,,,,439
13582,KeriCherryDee,P415405,4.3746,5,,,,,,439
13583,annacava,P415405,4.3746,5,,brown,,olive,25to34,332
13584,rlpink,P415405,4.3746,4,,blue,,light,25to34,131
13585,kimreads,P415405,4.3746,2,dry,green,blonde,light,,021
13586,wingedforlife,P415405,4.3746,5,,,,,,439
13587,sunshinemelodi,P415405,4.3746,5,,brown,,medium,25to34,333
13588,devi88,P415405,4.3746,5,,,,,,439
13589,Jill1680,P415405,4.3746,5,,blue,,fair,25to34,130
13590,sleeplessbees,P415405,4.3746,5,,,,,,439
13591,littleglitter,P415405,4.3746,3,,brown,,deep,18to24,336
13592,rrobz,P415405,4.3746,5,,,,,,439
13593,nika165,P415405,4.3746,5,,,,,,439
13594,Skyra,P415405,4.3746,5,,hazel,,olive,25to34,232
13595,meghan,P415405,4.3746,5,,,,,,439
13596,ct1980,P415405,4.3746,5,,,,,,439
13597,caitlinv,P415405,4.3746,5,,,,,,439
13598,katk11,P415405,4.3746,5,,blue,,light,25to34,131
13599,MelGem88,P415405,4.3746,5,,brown,,medium,25to34,333
13600,RiaLynn,P415405,4.3746,5,,brown,,fair,25to34,330
13601,tiggermnch,P415405,4.3746,5,,,,,,439
13602,WillowNaper,P415405,4.3746,1,normal,hazel,black,medium,,243
13603,laureljm,P415405,4.3746,2,,,,,,439
13604,Fernbirds,P415405,4.3746,5,oily,brown,brunette,medium,,313
13605,StarMist21,P415405,4.3746,5,oily,green,auburn,medium,18to24,053
13606,eanyc,P415405,4.3746,5,,brown,,olive,25to34,332
13607,nikkenson,P415405,4.3746,3,,hazel,,fair,25to34,230
13608,Alyssa329,P415405,4.3746,2,,,,,,439
13609,AMahoney,P415405,4.3746,2,,,,,,439
13610,BriMara,P415405,4.3746,2,normal,hazel,brunette,olive,,212
13611,Jayhawkjones,P415405,4.3746,2,dry,blue,gray,light,,161
13612,suvira,P415405,4.3746,2,,,,,,439
13613,shanaks,P415405,4.3746,1,,blue,,fair,45to54,130
13614,Bhopee,P415405,4.3746,2,,,,,,439
13615,trinitypcast,P415405,4.3746,5,dry,brown,black,medium,,343
13616,oohmmy,P415405,4.3746,1,,,,,,439
13617,grceful1,P415405,4.3746,5,,brown,,medium,45to54,333
13618,Aenaria,P415405,4.3746,3,,blue,,light,35to44,131
13619,reyan,P415405,4.3746,5,dry,brown,brunette,fair,,310
13620,sahibpreet,P415405,4.3746,5,,,,,,439
13621,asiakief,P415405,4.3746,4,,,,,,439
13622,Annannannanna,P415405,4.3746,5,,,,,,439
13623,Cort89,P415405,4.3746,4,dry,green,brunette,porcelain,,015
13624,vsuberc,P415405,4.3746,3,,brown,,light,35to44,331
13625,Cosseta,P415405,4.3746,5,combination,brown,brunette,fair,,310
13626,Anycv,P415405,4.3746,5,oily,brown,brunette,deep,,316
13627,crusincat2,P415405,4.3746,5,normal,brown,blonde,medium,over54,323
13628,soyroot,P415405,4.3746,5,,brown,,medium,25to34,333
13629,cadeemarie,P415405,4.3746,5,,green,,medium,25to34,033
13630,pbcaroline,P386606,3.9891,4,,,,,,439
13631,oregon4,P386606,3.9891,4,,green,,light,45to54,031
13632,oversmurf,P386606,3.9891,5,,blue,,light,45to54,131
13633,outofsugar,P386606,3.9891,5,,brown,,light,35to44,331
13634,Christine426,P386606,3.9891,5,,brown,,olive,35to44,332
13635,jessamine,P386606,3.9891,5,,blue,,light,25to34,131
13636,rzamama,P386606,3.9891,5,,blue,,fair,35to44,130
13637,MsLadee,P386606,3.9891,5,,,,,,439
13638,CharlotteKao,P386606,3.9891,5,,,,,,439
13639,HollywoodBeauty,P386606,3.9891,5,,,,,,439
13640,harpergal,P386606,3.9891,1,,gray,,light,over54,531
13641,kalex,P386606,3.9891,5,,blue,,fair,25to34,130
13642,notlookingolder,P386606,3.9891,5,,green,,medium,over54,033
13643,keyoui,P386606,3.9891,5,,blue,,light,over54,131
13644,tpseagreen,P386606,3.9891,4,,green,,,over54,039
13645,skatingdiva,P386606,3.9891,4,,brown,,light,35to44,331
13646,Hairbeauty1,P386606,3.9891,4,,brown,,light,25to34,331
13647,savagechic,P386606,3.9891,4,,brown,,light,35to44,331
13648,stellas,P386606,3.9891,4,,brown,,fair,25to34,330
13649,opentuning,P386606,3.9891,5,,green,,light,35to44,031
13650,dempsey10,P386606,3.9891,3,,hazel,,medium,45to54,233
13651,eiih13,P386606,3.9891,5,,green,,fair,18to24,030
13652,mmbnbrk,P386606,3.9891,5,,brown,,fair,,330
13653,singingmachine,P386606,3.9891,2,,green,,light,25to34,031
13654,hazeleyes,P386606,3.9891,3,,hazel,,light,,231
13655,Anita96,P386606,3.9891,5,,hazel,,light,over54,231
13656,ts86,P386606,3.9891,5,,brown,,olive,25to34,332
13657,rohnertpanda,P386606,3.9891,5,,blue,,fair,35to44,130
13658,Kingfish,P386606,3.9891,3,,blue,,light,35to44,131
13659,humboldthoney,P386606,3.9891,5,,blue,,fair,25to34,130
13660,truerush,P386606,3.9891,5,,hazel,,light,25to34,231
